model,product,file_path,expected_date,raw_text,predicted_date,status,is_correct,processing_time_sec
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_14_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.953073
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_14_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.953073
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_15_s1_date.png,15.03.2026,16.02.2075,16.02.2075,vale,0,1.074330
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_15_s2_date.png,15.03.2026,16.03.2026,16.03.2026,vale,0,1.074330
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_15_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.074330
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_15_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.074330
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_16_s1_date.png,15.03.2026,16.03.2016,16.03.2016,vale,0,1.168959
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_16_s2_date.png,15.03.2026,06.03.2021,06.03.2021,vale,0,1.168959
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_16_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.168959
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_16_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.168959
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_17_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.231318
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_17_s2_date.png,15.03.2026,11.01.2027,11.01.2027,vale,0,1.231318
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_17_s3_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.231318
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_17_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.231318
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_18_s1_date.png,15.03.2026,14.03.2026,14.03.2026,vale,0,1.032643
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_18_s2_date.png,15.03.2026,14.03.2026,14.03.2026,vale,0,1.032643
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_18_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.032643
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_18_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.032643
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_19_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.185772
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_19_s2_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.185772
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_19_s3_date.png,15.03.2026,15.03.2076,15.03.2076,vale,0,1.185772
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_19_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.185772
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_1_s1_date.png,15.03.2026,15.08.2026,15.08.2026,vale,0,1.276901
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_1_s2_date.png,15.03.2026,15.01.2024,15.01.2024,vale,0,1.276901
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_1_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.276901
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_1_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.276901
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_20_s1_date.png,15.03.2026,15.05.2076,15.05.2076,vale,0,1.190390
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_20_s2_date.png,15.03.2026,15.03.2020,15.03.2020,vale,0,1.190390
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_20_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.190390
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_20_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.190390
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_21_s1_date.png,15.03.2026,12.09.2026,12.09.2026,vale,0,1.073274
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_21_s2_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.073274
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_21_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.073274
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_21_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.073274
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_22_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.089262
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_22_s2_date.png,15.03.2026,13.08.2024,13.08.2024,vale,0,1.089262
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_22_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.089262
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_22_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.089262
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_2_s1_date.png,15.03.2026,13.03.2026,13.03.2026,vale,0,1.054928
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_2_s2_date.png,15.03.2026,15.07.2024,15.07.2024,vale,0,1.054928
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_2_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.054928
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_2_s4_date.png,15.03.2026,15.03.2006,15.03.2006,vale,0,1.054928
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_3_s1_date.png,15.03.2026,16.03.2026,16.03.2026,vale,0,0.963191
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_3_s2_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.963191
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_3_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.963191
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_3_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.963191
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_4_s1_date.png,15.03.2026,15.02.2026,15.02.2026,vale,0,1.160163
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_4_s2_date.png,15.03.2026,15.11.2026,15.11.2026,vale,0,1.160163
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_4_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.160163
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_4_s4_date.png,15.03.2026,15.06.2026,15.06.2026,vale,0,1.160163
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_5_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.209616
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_5_s2_date.png,15.03.2026,13.03.2020,13.03.2020,vale,0,1.209616
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_5_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.209616
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_5_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.209616
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_6_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.182221
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_6_s2_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.182221
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_6_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.182221
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_6_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.182221
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_7_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.981965
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_7_s2_date.png,15.03.2026,N/A,NA,tuvastamata,0,0.981965
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_7_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.981965
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_7_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.981965
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_8_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.106882
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_8_s2_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.106882
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_8_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.106882
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_8_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.106882
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_9_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.112918
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_9_s2_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.112918
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_9_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.112918
OpenRouter (google/gemini-2.0-flash-001),rulaad,/home/reimoz/Documents/Projects/tooteliin/rulaad/date/takt_9_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.112918
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_10_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.079650
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_10_s2_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.079650
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_10_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.079650
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_10_s4_date.png,15.03.2026,12.01.2026,12.01.2026,vale,0,1.079650
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_11_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.416993
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_11_s2_date.png,15.03.2026,15.03.2021,15.03.2021,vale,0,1.416993
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_11_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.416993
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_11_s4_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.416993
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_12_s1_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.292675
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_12_s2_date.png,15.03.2026,15.03.2021,15.03.2021,vale,0,1.292675
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_12_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.292675
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_12_s4_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.292675
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_13_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.118774
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_13_s2_date.png,15.03.2026,10.03.2021,10.03.2021,vale,0,1.118774
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_13_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.118774
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_13_s4_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.118774
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_14_s1_date.png,15.03.2026,16.03.2026,16.03.2026,vale,0,1.069212
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_14_s2_date.png,15.03.2026,15.01.2021,15.01.2021,vale,0,1.069212
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_14_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.069212
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_14_s4_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.069212
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_15_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.143924
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_15_s2_date.png,15.03.2026,30.03.2027,30.03.2027,vale,0,1.143924
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_15_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.143924
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_15_s4_date.png,15.03.2026,15.02.2026,15.02.2026,vale,0,1.143924
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_16_s1_date.png,15.03.2026,16.08.2025,16.08.2025,vale,0,1.055808
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_16_s2_date.png,15.03.2026,16.03.2026,16.03.2026,vale,0,1.055808
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_16_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.055808
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_16_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.055808
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_17_s1_date.png,15.03.2026,16.03.2026,16.03.2026,vale,0,1.214074
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_17_s2_date.png,15.03.2026,16.09.2020,16.09.2020,vale,0,1.214074
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_17_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.214074
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_17_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.214074
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_18_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.937183
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_18_s2_date.png,15.03.2026,N/A,NA,tuvastamata,0,0.937183
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_18_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.937183
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_18_s4_date.png,15.03.2026,N/A,NA,tuvastamata,0,0.937183
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_19_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.211297
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_19_s2_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.211297
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_19_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.211297
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_19_s4_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.211297
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_1_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.085268
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_1_s2_date.png,15.03.2026,16.03.2021,16.03.2021,vale,0,1.085268
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_1_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.085268
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_1_s4_date.png,15.03.2026,N/A,NA,tuvastamata,0,1.085268
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_20_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.064255
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_20_s2_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.064255
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_20_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,1.064255
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_20_s4_date.png,15.03.2026,15.06.2024,15.06.2024,vale,0,1.064255
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_21_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.973964
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_21_s2_date.png,15.03.2026,15.01.2027,15.01.2027,vale,0,0.973964
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_21_s3_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.973964
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_21_s4_date.png,15.03.2026,13.11.2026,13.11.2026,vale,0,0.973964
OpenRouter (google/gemini-2.0-flash-001),kalkun,/home/reimoz/Documents/Projects/tooteliin/kalkun/date/takt_22_s1_date.png,15.03.2026,15.03.2026,15.03.2026,oige,1,0.979308
